0, 0
5, 0
10, 0
15, 52
20, 5121
25, 12633
30, 1591
35, 272
40, 74
45, 47
50, 23
55, 13
60, 18
65, 24
70, 52
75, 30
80, 6
85, 4
90, 5
95, 9
100, 1
105, 0
110, 3
115, 1
120, 1
125, 0
130, 2
135, 0
140, 0
145, 0
150, 1
155, 2
160, 0
165, 1
170, 0
175, 1
180, 0
185, 0
190, 1
195, 0
200, 1
205, 1
210, 0
215, 0
220, 1
225, 1
230, 1
235, 1
240, 1
245, 0
250, 0
255, 1
260, 0
265, 0
270, 1
275, 0
280, 0
285, 0
290, 0
295, 0
300, 0
305, 0
310, 0
315, 0
320, 0
325, 0
330, 1
335, 0
340, 0
345, 0
350, 1
355, 0
360, 0
365, 0
370, 0
375, 0
380, 0
385, 0
390, 0
395, 0
400, 0
405, 0
410, 0
415, 0
420, 0
425, 0
430, 0
435, 0
440, 0
445, 0
450, 0
455, 0
460, 0
465, 0
470, 0
475, 0
480, 0
485, 0
490, 0
495, 0
500, 0
505, 0
510, 0
515, 0
520, 0
525, 0
530, 0
535, 0
540, 0
545, 0
550, 0
555, 0
560, 0
565, 0
570, 0
575, 0
580, 0
585, 0
590, 0
595, 0
600, 0
605, 0
610, 0
615, 0
620, 0
625, 0
630, 0
635, 0
640, 0
645, 0
650, 0
655, 0
660, 0
665, 0
670, 0
675, 0
680, 0
685, 0
690, 0
695, 0
700, 0
705, 0
710, 0
715, 0
720, 0
725, 0
730, 0
735, 0
740, 0
745, 0
750, 0
755, 0
760, 0
765, 0
770, 0
775, 0
780, 0
785, 0
790, 0
795, 0
800, 1
