1000158702653162908,16,7442,68,257428,7547102
1000158702653162908,17,7442,68,257428,7547102
1000161809310281743,80,3041,132,919774,7479140
1000161809310281743,81,3041,132,919774,7479140
1001689671979213819,32,7052,280,938015,5994056
1001689671979213819,33,7052,280,938015,5994056
1001795079403444876,95,5336,108,939951,2061301
1001795079403444876,96,5336,108,939951,2061301
1002883360654125607,33,9110,74,415302,1371716
1002883360654125607,34,9110,74,415302,1371716
1003888891530186537,45,3092,277,623158,8914916
1003888891530186537,46,3092,277,623158,8914916
1003937794610770454,73,2201,91,506127,3176271
1003937794610770454,74,2201,91,506127,3176271
1004089842448334155,95,8268,234,490587,8864844
1004089842448334155,96,8268,234,490587,8864844
1004705647061402557,63,1505,73,875823,9650106
1004705647061402557,64,1505,73,875823,9650106
1004962229468881660,62,8356,293,382775,2627137
1004962229468881660,63,8356,293,382775,2627137
1005315477121938069,90,4643,31,445178,1628699
1005315477121938069,91,4643,31,445178,1628699
1005986785791321435,96,1801,104,336911,2876729
1005986785791321435,97,1801,104,336911,2876729
1007910742475764195,34,1061,278,101999,7457408
1007910742475764195,35,1061,278,101999,7457408
1007964831732656232,92,2082,31,750781,2589080
1007964831732656232,93,2082,31,750781,2589080
1008781552604165193,52,4763,170,774821,1483303
1008781552604165193,53,4763,170,774821,1483303
1009035345681621797,89,3737,16,779921,9460118
1009035345681621797,90,3737,16,779921,9460118
1009327920906327444,42,1083,38,717883,8998915
1009327920906327444,43,1083,38,717883,8998915
1009837166777457026,65,1195,62,397544,8920190
1009837166777457026,66,1195,62,397544,8920190
1010737947604826690,87,6575,244,507016,1129443
1010737947604826690,88,6575,244,507016,1129443
1011104931628684891,6,4424,79,218378,6820261
1011104931628684891,7,4424,79,218378,6820261
1013672650630034730,28,2811,13,823231,9325032
1013672650630034730,29,2811,13,823231,9325032
1013696968316089783,37,2163,26,260006,5818510
1013696968316089783,38,2163,26,260006,5818510
1014192457058258557,84,1402,252,125146,4515610
1014192457058258557,85,1402,252,125146,4515610
1015867214685233929,68,4654,272,572236,9506046
1015867214685233929,69,4654,272,572236,9506046
1017157445835034021,60,5627,245,12824,3548349
1017157445835034021,61,5627,245,12824,3548349
1017769628524076356,67,4399,87,590143,8806505
1017769628524076356,68,4399,87,590143,8806505
1018052714212078954,42,6125,239,167987,4993934
1018052714212078954,43,6125,239,167987,4993934
1018079671894738927,79,2160,129,698427,1545471
1018079671894738927,80,2160,129,698427,1545471
1018247803984718054,98,6121,163,260504,5102896
1018247803984718054,99,6121,163,260504,5102896
1019023424889814060,4,2842,13,654730,9055494
1019023424889814060,5,2842,13,654730,9055494
101935054536165920,76,4938,216,756610,7987893
101935054536165920,77,4938,216,756610,7987893
1020096749239407895,71,8329,27,618923,5496296
1020096749239407895,72,8329,27,618923,5496296
1020173569363102067,88,5955,73,387412,7574328
1020173569363102067,89,5955,73,387412,7574328
1020538829906349722,97,8913,130,450773,5195938
1020538829906349722,98,8913,130,450773,5195938
1020629034669592182,38,8904,224,199569,6728866
1020629034669592182,39,8904,224,199569,6728866
1021779114789420125,8,7747,76,531539,2826973
1021779114789420125,9,7747,76,531539,2826973
1023343889803511746,29,6239,96,285376,790738
1023343889803511746,30,6239,96,285376,790738
1023400516545442423,71,7298,120,110267,5814848
1023400516545442423,72,7298,120,110267,5814848
1023417560400207099,94,2734,137,697151,7426429
1023417560400207099,95,2734,137,697151,7426429
1023706940982316731,15,7759,296,218854,9798039
1023706940982316731,16,7759,296,218854,9798039
1023980121780033712,44,4940,149,225399,8797529
1023980121780033712,45,4940,149,225399,8797529
1023992882801866376,48,4589,129,705758,2849962
1023992882801866376,49,4589,129,705758,2849962
1024960635037665858,91,7734,67,740098,252750
1024960635037665858,92,7734,67,740098,252750
1025914315807892830,1,2798,119,181430,2891452
1025914315807892830,2,2798,119,181430,2891452
1026460192381270909,25,3358,114,921090,4326234
1026460192381270909,26,3358,114,921090,4326234
1027132937601103741,87,8021,149,861088,7546796
1027132937601103741,88,8021,149,861088,7546796
1027371781789392600,17,2239,205,16207,5808723
1027371781789392600,18,2239,205,16207,5808723
1027601853689238548,59,1197,67,208196,78224
1027601853689238548,60,1197,67,208196,78224
1028063843137575298,95,3013,243,932808,8031773
1028063843137575298,96,3013,243,932808,8031773
102894789485041055,76,8012,20,916800,229315
102894789485041055,77,8012,20,916800,229315
1029243963884351516,40,7068,233,599110,3832845
1029243963884351516,41,7068,233,599110,3832845
1029256224705951930,1,4069,235,332006,4707478
1029256224705951930,2,4069,235,332006,4707478
1029576952893962421,0,3101,117,669145,8643959
1029576952893962421,1,3101,117,669145,8643959
1030571843942891281,69,8706,188,143149,1966479
1030571843942891281,70,8706,188,143149,1966479
1032213876579483593,34,7618,264,924704,8040639
1032213876579483593,35,7618,264,924704,8040639
1032378993840971383,81,1895,20,87415,184035
1032378993840971383,82,1895,20,87415,184035
